10
2 3
18 259 6
18 261 4
18 262 8
18 263 1
18 264 8
18 268 2
18 270 4
18 271 9
18 272 6
18 273 1
18 274 1
18 276 6
18 277 2
18 278 4
18 279 7
18 280 5
18 281 1
18 282 2
18 283 3
18 284 1
18 285 7
18 286 9
18 287 5
18 288 3
18 289 3
18 292 5
18 294 4
18 296 6
18 297 2
18 299 1
18 301 2
18 302 7
18 303 2
18 304 8
18 305 6
18 306 1
18 307 9
18 309 8
18 311 4
18 314 9
18 315 3
18 317 3
18 318 3
18 319 5
18 320 8
18 321 5
18 322 10
18 323 6
18 325 1
18 326 1
18 329 8
18 332 7
18 333 10
18 335 8
18 336 9
18 337 3
18 339 4
18 340 5
18 341 6
18 343 7
18 345 3
18 346 3
18 348 1
18 349 8
18 352 4
18 353 2
18 354 10
18 356 8
18 357 2
18 358 5
18 359 8
18 361 9
18 363 10
18 365 9
18 367 6
18 368 9
18 369 10
18 371 1
18 372 7
18 373 6
18 374 3
18 375 3
18 376 6
18 378 9
18 379 4
18 380 5
18 381 3
18 382 5
18 383 5
18 384 9
18 386 8
18 387 2
18 391 3
18 392 4
18 394 4
18 395 5
18 397 4
18 398 1
18 401 7
18 404 9
18 406 2
18 408 8
18 410 6
18 411 3
18 413 5
18 414 3
18 415 7
18 417 1
18 418 6
18 419 10
18 420 4
18 424 8
18 425 6
18 426 2
18 427 6
18 429 1
18 431 4
18 432 8
18 433 8
18 434 5
18 436 1
18 437 8
18 439 6
18 440 8
18 441 5
18 442 4
18 443 4
18 444 10
18 447 9
18 448 3
18 449 7
18 450 4
18 452 1
18 453 4
18 454 10
18 455 8
18 456 5
18 457 3
18 458 5
18 460 5
18 461 2
18 462 3
18 463 5
18 466 4
18 467 3
18 469 10
18 470 3
18 471 6
18 473 7
18 474 10
18 475 10
18 477 1
18 478 4
18 479 4
18 481 7
18 483 5
18 484 10
18 486 5
18 490 7
18 491 9
18 493 4
18 494 4
18 495 2
18 496 3
18 497 7
18 498 7
18 499 8
19 20 9
19 21 6
19 22 3
19 23 9
19 24 2
19 26 5
19 27 5
19 28 7
19 29 7
19 30 2
19 31 7
19 32 10
19 33 10
19 34 4
19 35 8
19 36 1
19 37 2
19 38 5
19 39 8
19 40 7
19 41 7
19 42 1
19 43 1
19 44 10
19 45 8
19 46 3
19 47 5
19 48 4
19 50 5
19 51 7
19 52 10
19 53 1
19 54 7
19 55 2
19 56 10
19 58 9
19 59 10
19 60 7
19 61 9
19 62 9
19 63 5
19 64 1
19 65 7
19 66 2
19 67 10
19 69 1
19 70 1
19 71 5
19 72 6
19 73 8
19 74 10
19 75 3
19 76 7
19 77 10
19 78 6
19 79 7
19 80 10
19 81 4
19 82 1
19 83 5
19 84 4
19 85 10
19 86 7
19 87 1
19 88 9
19 89 6
19 90 10
19 91 9
19 92 10
19 93 7
19 94 3
19 95 6
19 96 4
19 97 5
19 98 3
19 99 6
19 100 6
19 101 9
19 102 1
19 104 1
19 105 10
19 106 3
19 107 1
19 108 2
19 109 5
19 110 5
19 111 6
19 112 8
19 113 8
19 114 2
19 115 9
19 117 3
19 118 5
19 119 7
19 121 7
19 122 5
19 123 8
19 124 7
19 125 2
19 126 3
19 127 6
19 128 2
19 129 4
19 130 7
19 131 3
19 132 3
19 133 10
19 134 1
19 135 5
19 136 10
19 137 4
19 138 10
19 139 2
19 140 8
19 141 7
19 142 4
19 143 10
19 144 2
19 146 2
19 147 7
19 148 3
19 149 2
19 150 10
19 151 2
19 152 7
19 153 7
19 154 1
19 156 8
19 158 1
19 159 6
19 160 7
19 161 8
19 162 2
19 163 4
19 164 2
19 165 2
19 166 10
19 167 10
19 168 9
19 169 6
19 170 7
19 171 8
19 172 3
19 173 8
19 174 5
19 175 5
19 177 9
19 178 5
19 179 1
19 181 6
19 182 3
19 183 1
19 184 8
19 185 6
19 186 10
19 187 8
19 188 5
19 189 4
19 190 4
19 191 1
19 192 7
19 193 2
19 194 8
19 195 10
19 196 3
19 198 3
19 199 1
19 200 1
19 201 3
19 202 4
19 203 5
19 204 7
19 206 1
19 207 9
19 208 8
19 209 7
19 210 9
19 211 2
19 212 6
19 213 3
19 214 5
19 215 10
19 216 5
19 217 4
19 219 4
19 220 1
19 221 7
19 222 5
19 223 6
19 224 6
19 225 1
19 226 4
19 227 7
19 228 10
19 229 2
19 230 8
19 231 4
19 232 10
19 233 10
19 234 10
19 235 5
19 236 8
19 237 3
19 238 2
19 239 7
19 240 3
19 241 7
19 242 8
19 243 7
19 244 8
19 245 10
19 246 7
19 247 5
19 248 6
19 249 10
19 250 3
19 251 7
19 252 2
19 253 8
19 254 9
19 255 2
19 257 10
19 258 6
19 259 10
19 260 3
19 261 2
19 262 4
19 263 1
19 264 4
19 265 4
19 266 1
19 267 8
19 268 6
19 269 10
19 270 8
19 271 8
19 272 8
19 273 1
19 274 4
19 275 2
19 276 9
19 277 4
19 278 6
19 279 8
19 280 5
19 281 4
19 282 3
19 283 2
19 284 2
19 285 5
19 286 6
19 287 9
19 288 10
19 289 10
19 290 5
19 291 3
19 292 10
19 293 10
19 294 9
19 295 9
19 296 4
19 297 8
19 298 8
19 299 1
19 300 5
19 301 10
19 302 4
19 303 6
19 304 7
19 305 10
19 306 7
19 307 9
19 309 10
19 310 3
19 311 6
19 312 1
19 315 8
19 317 8
19 318 1
19 319 5
19 320 8
19 321 7
19 322 7
19 323 10
19 324 8
19 325 1
19 326 3
19 327 8
19 328 5
19 329 2
19 330 1
19 331 2
19 332 3
19 333 3
19 334 9
19 335 8
19 336 3
19 337 7
19 338 1
19 339 1
19 340 6
19 341 7
19 342 3
19 343 1
19 344 7
19 345 7
19 346 8
19 348 6
19 349 9
19 350 3
19 351 7
19 352 8
19 353 6
19 354 1
19 355 3
19 356 3
19 357 5
19 358 7
19 360 9
19 361 4
19 362 1
19 363 6
19 364 5
19 365 1
19 366 3
19 367 5
19 368 3
19 369 4
19 370 1
19 371 8
19 372 6
19 373 1
19 374 9
19 375 3
19 376 5
19 377 1
19 378 9
19 379 9
19 380 5
19 381 7
19 382 2
19 383 5
19 384 7
19 385 2
19 386 2
19 387 1
19 388 3
19 389 5
19 390 5
19 391 9
19 393 6
19 394 9
19 395 9
19 396 7
19 397 9
19 398 4
19 399 6
19 400 5
19 401 4
19 402 4
19 403 4
19 404 2
19 405 5
19 406 2
19 407 6
19 408 7
19 409 2
19 410 9
19 412 7
19 413 3
19 414 3
19 415 4
19 416 1
19 417 5
19 418 6
19 419 7
19 420 8
19 421 9
19 422 2
19 423 3
19 424 4
19 425 8
19 426 1
19 427 7
19 428 3
19 429 9
19 430 10
19 431 1
19 432 6
19 433 8
19 435 4
19 436 3
19 437 4
19 438 3
19 439 4
19 440 3
19 441 3
19 442 3
19 443 7
19 444 4
19 445 6
19 446 4
19 447 9
19 448 6
19 449 3
19 450 9
19 451 4
19 452 5
19 453 9
19 455 4
19 456 6
19 458 9
19 459 4
19 460 5
19 461 10
19 462 5
19 463 7
19 464 4
19 465 1
19 466 2
19 467 3
19 468 5
19 469 8
19 470 8
19 471 6
19 472 10
19 473 7
19 474 7
19 475 10
19 476 10
19 477 8
19 478 4
19 479 10
19 480 8
19 481 7
19 482 6
19 483 8
19 484 2
19 485 8
19 486 4
19 488 1
19 489 10
19 490 1
19 491 9
19 492 7
19 493 6
19 494 4
19 495 3
19 496 2
19 498 3
19 499 3
20 21 6
20 22 3
20 23 4
20 26 3
20 27 4
20 28 3
20 29 1
20 30 5
20 32 3
20 33 8
20 34 4
20 35 6
20 36 2
20 38 7
20 39 5
20 40 7
20 41 7
20 42 7
20 43 4
20 44 4
20 45 6
20 46 5
20 47 5
20 48 10
20 50 10
20 52 2
20 53 9
20 54 7
20 55 4
20 56 10
20 57 5
20 58 3
20 59 6
20 60 2
20 61 10
20 62 5
20 63 8
20 64 1
20 65 8
20 66 10
20 67 5
20 68 8
20 70 2
20 71 5
20 72 2
20 73 6
20 74 4
20 75 6
20 76 8
20 77 2
20 80 2
20 81 9
20 82 7
20 85 3
20 86 8
20 87 10
20 89 9
20 90 1
20 91 6
20 92 1
20 93 9
20 94 6
20 96 10
20 97 8
20 98 3
20 99 9
20 100 9
20 104 8
20 105 6
20 106 4
20 107 7
20 108 8
20 109 7
20 111 6
20 115 1
20 116 6
20 117 9
20 118 9
20 119 10
20 120 9
20 122 3
20 123 6
20 125 6
20 126 7
20 129 7
20 130 9
20 131 1
20 135 1
20 137 4
20 138 4
20 139 4
20 140 1
20 141 3
20 143 5
20 144 1
20 147 3
20 148 4
20 149 5
20 150 3
20 151 1
20 152 5
20 153 5
20 154 4
20 155 2
20 158 7
20 159 2
20 160 10
20 161 10
20 162 8
20 164 7
20 165 8
20 166 7
20 167 10
20 169 5
20 170 3
20 171 4
20 172 3
20 173 1
20 174 10
20 175 5
20 176 8
20 177 3
20 178 1
20 179 9
20 180 8
20 181 8
20 183 8
20 184 1
20 186 10
20 187 9
20 189 9
20 190 3
20 191 8
20 192 7
20 193 3
20 194 9
20 195 6
20 196 6
20 197 6
20 199 10
20 200 9
20 201 3
20 202 7
20 203 7
20 204 6
20 208 5
20 209 9
20 211 9
20 213 3
20 214 9
20 217 7
20 218 3
20 221 9
20 224 2
20 225 5
20 226 8
20 227 6
20 228 6
20 229 7
20 230 2
20 231 7
20 232 3
20 233 6
20 234 9
20 235 3
20 236 4
20 237 8
20 238 3
20 239 1
20 240 7
20 242 8
20 243 8
20 244 5
20 246 1
20 247 8
20 249 7
20 250 2
20 251 5
20 253 7
20 254 2
20 255 7
20 257 5
20 258 10
20 262 10
20 263 8
20 264 3
20 266 6
20 267 5
20 268 3
20 269 1
20 270 5
20 272 1
20 273 2
20 274 1
20 275 6
20 276 4
20 277 3
20 278 7
20 279 7
20 280 6
20 281 4
20 282 10
20 283 8
20 285 4
20 286 5
20 287 3
20 289 5
20 290 7
20 291 10
20 293 8
20 294 4
20 295 8
20 296 5
20 297 10
20 300 6
20 301 1
20 302 5
20 303 2
20 304 5
20 306 8
20 307 8
20 309 9
20 310 7
20 311 1
20 312 4
20 314 1
20 315 9
20 316 1
20 317 2
20 318 4
20 319 7
20 322 6
20 323 10
20 324 4
20 325 10
20 326 3
20 327 3
20 328 3
20 329 8
20 331 7
20 332 4
20 333 2
20 334 9
20 335 8
20 337 9
20 338 9
20 340 3
20 341 3
20 342 6
20 343 7
20 344 1
20 345 2
20 346 1
20 347 9
20 349 5
20 350 8
20 351 9
20 353 1
20 354 9
20 355 2
20 357 3
20 358 10
20 360 5
20 361 2
20 362 9
20 363 8
20 364 1
20 365 7
20 367 10
20 368 6
20 369 4
20 370 10
20 371 2
20 372 6
20 373 4
20 375 10
20 376 7
20 377 6
20 378 1
20 380 10
20 381 6
20 382 9
20 383 10
20 384 8
20 386 9
20 391 3
20 392 3
20 394 1
20 395 5
20 397 2
20 398 3
20 399 10
20 400 3
20 401 3
20 402 4
20 403 8
20 404 6
20 405 4
20 407 8
20 408 9
20 409 6
20 410 9
20 411 3
20 412 1
20 413 4
20 415 1
20 416 5
20 418 6
20 419 9
20 421 3
20 422 8
20 423 1
20 427 3
20 429 5
20 430 3
20 431 1
20 432 8
20 434 7
20 435 8
20 437 1
20 438 2
20 439 9
20 440 6
20 442 1
20 444 7
20 445 6
20 446 4
20 447 5
20 448 5
20 449 1
20 450 8
20 452 6
20 455 1
20 456 1
20 458 9
20 459 3
20 463 3
20 464 5
20 465 3
20 466 10
20 467 8
20 468 10
20 469 3
20 470 9
20 471 5
20 472 9
20 473 6
20 474 4
20 475 10
20 476 3
20 478 1
20 479 9
20 480 2
20 481 3
20 482 5
20 483 1
20 484 10
20 485 1
20 487 8
20 488 4
20 490 8
20 491 10
20 493 8
20 496 9
20 498 1
20 499 7
21 23 8
21 24 1
21 25 7
21 26 3
21 27 4
21 28 8
21 29 8
21 30 1
21 31 6
21 32 3
21 33 10
21 34 3
21 35 3
21 36 8
21 38 9
21 39 3
21 43 2
21 44 3
21 45 8
21 47 1
21 49 7
21 50 4
21 52 10
21 53 10
21 54 9
21 55 3
21 56 10
21 57 7
21 58 8
21 59 1
21 60 4
21 61 9
21 62 8
21 63 2
21 64 2
21 66 3
21 67 4
21 68 8
21 69 4
21 70 2
21 71 2
21 72 9
21 73 3
21 75 9
21 76 3
21 77 1
21 78 6
21 79 1
21 80 5
21 81 10
21 82 10
21 84 1
21 85 10
21 86 9
21 87 5
21 88 6
21 89 2
21 90 9
21 91 2
21 93 7
21 94 6
21 95 10
21 97 9
21 98 5
21 99 9
21 100 10
21 103 4
21 104 2
21 106 1
21 107 3
21 108 3
21 109 9
21 111 1
21 112 9
21 113 4
21 114 8
21 115 8
21 116 7
21 117 7
21 118 3
21 119 2
21 120 8
21 121 2
21 122 7
21 123 10
21 124 9
21 125 3
21 126 8
21 127 6
21 128 8
21 129 8
21 130 1
21 131 8
21 132 5
21 133 2
21 135 10
21 136 4
21 138 8
21 142 3
21 147 3
21 148 2
21 149 10
21 150 8
21 151 9
21 152 2
21 155 2
21 156 7
21 158 4
21 159 7
21 161 9
21 162 5
21 164 5
21 165 9
21 166 10
21 167 6
21 168 9
21 169 9
21 170 4
21 171 3
21 176 10
21 177 1
21 179 10
21 180 5
21 182 2
21 183 8
21 184 3
21 186 10
21 187 3
21 188 3
21 191 9
21 192 3
21 193 7
21 194 2
21 195 2
21 197 5
21 198 10
21 199 8
21 200 6
21 201 10
21 202 3
21 203 3
21 204 5
21 205 9
21 206 4
21 207 9
21 209 3
21 211 4
21 212 10
21 213 7
21 218 4
21 219 7
21 221 6
21 222 7
21 224 10
21 226 1
21 228 2
21 231 3
21 232 7
21 233 3
21 234 10
21 235 8
21 236 9
21 237 5
21 238 9
21 239 5
21 240 4
21 241 6
21 242 4
21 243 10
21 244 7
21 245 4
21 246 3
21 248 10
21 249 4
21 250 10
21 251 3
21 252 9
21 253 4
21 254 8
21 255 3
21 256 3
21 257 10
21 260 7
21 261 7
21 263 4
21 264 3
21 265 8
21 266 9
21 267 2
21 269 2
21 270 3
21 271 5
21 272 3
21 273 6
21 275 4
21 276 2
21 280 6
21 281 4
21 282 10
21 283 9
21 284 6
21 285 4
21 286 2
21 288 10
21 290 1
21 291 4
21 293 6
21 294 3
21 295 6
21 296 3
21 297 1
21 299 6
21 300 6
21 302 4
21 304 2
21 305 10
21 307 10
21 308 9
21 309 2
21 310 9
21 311 1
21 312 10
21 313 8
21 314 4
21 315 9
21 317 5
21 318 7
21 319 5
21 320 6
21 323 7
21 326 4
21 327 6
21 328 7
21 330 10
21 332 3
21 333 5
21 334 1
21 335 8
21 336 4
21 337 4
21 339 8
21 340 10
21 341 9
21 342 3
21 343 10
21 344 6
21 345 3
21 346 9
21 348 4
21 349 1
21 350 3
21 351 6
21 353 9
21 355 2
21 358 2
21 359 6
21 360 2
21 361 2
21 363 7
21 365 4
21 366 5
21 367 2
21 369 10
21 370 5
21 371 5
21 372 4
21 373 1
21 374 3
21 377 5
21 378 8
21 379 7
21 380 6
21 381 2
21 382 8
21 383 4
21 387 6
21 388 10
21 389 6
21 390 6
21 391 5
21 392 4
21 393 9
21 394 6
21 395 2
21 396 10
21 399 4
21 400 7
21 401 7
21 402 4
21 403 2
21 404 2
21 406 8
21 408 3
21 409 5
21 410 3
21 411 1
21 412 1
21 413 10
21 414 6
21 415 7
21 416 6
21 417 8
21 419 3
21 420 6
21 421 1
21 422 5
21 424 3
21 426 10
21 427 10
21 428 6
21 430 10
21 431 1
21 432 3
21 433 9
21 434 1
21 435 6
21 436 5
21 437 5
21 438 9
21 439 9
21 440 4
21 441 2
21 442 3
21 444 6
21 445 7
21 446 4
21 448 10
21 449 2
21 450 2
21 452 5
21 453 4
21 454 10
21 455 3
21 456 6
21 457 3
21 459 7
21 460 9
21 461 3
21 462 1
21 463 10
21 464 3
21 465 6
21 466 8
21 467 1
21 469 2
21 470 3
21 471 8
21 472 4
21 474 9
21 476 4
21 477 7
21 479 8
21 480 3
21 481 6
21 482 6
21 483 2
21 485 4
21 487 7
21 490 1
21 491 6
21 493 7
21 494 10
21 495 10
21 496 4
21 498 3
21 499 3
22 23 8
22 25 6
22 28 4
22 29 7
22 30 6
22 31 7
22 32 7
22 33 5
22 34 3
22 36 10
22 37 5
22 38 7
22 39 6
22 42 8
22 43 6
22 44 10
22 45 5
22 47 1
22 48 8
22 50 9
22 51 10
22 54 2
22 56 2
22 58 9
22 60 7
22 61 9
22 62 10
22 63 9
22 66 2
22 68 7
22 71 6
22 72 2
22 73 10
22 74 4
22 75 8
22 76 2
22 77 4
22 78 4
22 79 1
22 80 1
22 81 9
22 82 4
22 83 1
22 84 4
22 85 9
22 86 1
22 88 10
22 91 6
22 92 4
22 93 10
22 94 7
22 95 9
22 96 10
22 97 6
22 98 7
22 99 4
22 100 10
22 101 4
22 102 6
22 103 10
22 104 8
22 105 4
22 107 4
22 108 1
22 110 2
22 111 1
22 112 4
22 116 7
22 117 7
22 119 5
22 121 1
22 122 9
22 123 1
22 126 6
22 128 6
22 129 2
22 131 1
22 133 8
22 134 10
22 135 2
22 136 9
22 137 9
22 139 6
22 140 4
22 141 4
22 142 7
22 144 5
22 145 4
22 146 4
22 147 1
22 148 8
22 149 5
22 150 6
22 151 10
22 153 3
22 154 1
22 155 9
22 156 4
22 157 3
22 158 6
22 159 3
22 160 2
22 161 8
22 163 7
22 166 3
22 167 7
22 168 10
22 169 5
22 171 7
22 172 2
22 173 4
22 174 4
22 175 3
22 176 7
22 178 2
22 179 9
22 180 5
22 181 4
22 182 10
22 183 6
22 184 8
22 185 10
22 186 7
22 188 2
22 189 9
22 190 10
22 191 7
22 192 3
22 193 1
22 194 2
22 195 10
22 196 4
22 197 7
22 198 4
22 199 8
22 200 3
22 201 9
22 203 2
22 204 7
22 205 1
22 206 2
22 207 9
22 208 1
22 209 1
22 210 2
22 212 7
22 213 9
22 214 6
22 216 4
22 218 1
22 220 8
22 222 4
22 223 10
22 224 9
22 225 3
22 226 7
22 227 7
22 228 9
22 229 5
22 230 5
22 231 6
22 232 1
22 233 10
22 235 7
22 236 5
22 237 8
22 239 3
22 242 9
22 243 6
22 244 4
22 246 2
22 247 9
22 249 4
22 250 8
22 251 10
22 253 10
22 255 4
22 256 1
22 257 1
22 259 6
22 260 9
22 261 6
22 262 5
22 263 4
22 264 9
22 266 8
22 267 1
22 270 8
22 271 4
22 272 9
22 273 8
22 275 8
22 276 4
22 277 1
22 279 7
22 280 4
22 281 1
22 282 10
22 284 2
22 285 5
22 288 7
22 289 4
22 290 10
22 292 4
22 293 2
22 294 4
22 296 8
22 297 9
22 298 4
22 299 8
22 300 6
22 302 7
22 303 6
22 304 2
22 306 8
22 307 10
22 310 9
22 313 6
22 314 2
22 315 1
22 317 4
22 319 6
22 320 6
22 321 3
22 324 5
22 325 1
22 327 2
22 328 5
22 329 1
22 330 4
22 331 10
22 332 10
22 333 9
22 335 5
22 337 9
22 338 5
22 343 4
22 344 9
22 345 1
22 346 2
22 347 1
22 348 1
22 349 4
22 351 7
22 352 10
22 353 9
22 354 3
22 355 10
22 356 6
22 358 4
22 361 9
22 362 1
22 365 3
22 366 6
22 367 6
22 368 3
22 369 2
22 370 3
22 371 1
22 372 5
22 373 1
22 374 5
22 375 5
22 376 4
22 377 5
22 378 2
22 379 4
22 381 6
22 382 5
22 383 10
22 384 1
22 385 5
22 386 3
22 387 9
22 389 1
22 390 10
22 391 4
22 392 8
22 393 8
22 395 3
22 396 9
22 400 8
22 401 6
22 403 7
22 404 8
22 406 7
22 409 3
22 410 1
22 411 4
22 412 3
22 413 3
22 414 10
22 415 6
22 416 7
22 418 8
22 419 6
22 420 8
22 421 4
22 422 8
22 423 5
22 424 8
22 426 5
22 427 5
22 428 8
22 429 6
22 431 5
22 432 10
22 433 4
22 434 2
22 437 10
22 438 8
22 439 9
22 440 9
22 441 2
22 442 5
22 443 7
22 444 3
22 445 2
22 446 3
22 447 3
22 448 10
22 449 9
22 451 3
22 452 9
22 453 4
22 454 9
22 455 5
22 456 8
22 457 3
22 458 10
22 459 9
22 461 2
22 462 4
22 463 10
22 464 8
22 465 6
22 466 9
22 467 8
22 468 4
22 469 2
22 470 2
22 471 8
22 472 8
22 473 1
22 474 5
22 475 7
22 476 5
22 477 8
22 478 7
22 480 1
22 481 4
22 482 6
22 483 8
22 486 1
22 487 4
22 489 7
22 490 1
22 491 5
22 492 2
22 493 1
22 494 10
22 495 10
22 497 7
22 498 3
22 499 3
23 24 3
23 25 10
23 26 10
23 27 10
23 28 1
23 29 6
23 30 10
23 32 9
23 33 1
23 35 2
23 37 1
23 39 8
23 40 8
23 42 2
23 43 1
23 46 2
23 51 3
23 54 1
23 56 9
23 57 5
23 58 2
23 60 4
23 62 2
23 64 1
23 65 4
23 66 7
23 67 7
23 68 7
23 70 3
23 71 7
23 72 9
23 80 1
23 87 2
23 94 9
23 96 2
23 99 5
23 100 4
23 103 1
23 104 7
23 105 8
23 107 9
23 108 3
23 111 7
23 115 10
23 120 9
23 125 6
23 126 1
23 128 7
23 130 1
23 134 6
23 135 10
23 138 2
23 139 2
23 142 10
23 143 5
23 145 5
23 146 6
23 148 3
23 149 5
23 152 9
23 153 10
23 154 9
23 156 3
23 157 10
23 158 5
23 160 5
23 161 4
23 162 7
23 163 3
23 164 4
23 165 3
23 167 4
23 168 10
23 169 2
23 172 3
23 173 1
23 174 3
23 177 1
23 178 6
23 179 10
23 184 2
23 185 5
23 186 5
23 187 1
23 188 7
23 189 5
23 191 1
23 194 8
23 195 5
23 197 4
23 198 4
23 199 8
23 200 8
23 205 2
23 206 1
23 207 10
23 208 6
23 210 8
23 211 6
23 213 6
23 215 7
23 216 1
23 221 9
23 223 1
23 224 3
23 226 1
23 228 8
23 230 5
23 231 10
23 232 8
23 237 5
23 238 4
23 240 5
23 241 3
23 242 7
23 244 10
23 245 7
23 246 10
23 247 6
23 252 1
23 253 5
23 254 6
23 256 3
23 258 7
23 260 2
23 263 8
23 264 1
23 265 8
23 266 9
23 267 4
23 269 9
23 277 1
23 279 10
23 280 4
23 281 9
23 282 10
23 284 9
23 286 9
23 287 7
23 289 4
23 292 6
23 293 2
23 296 3
23 297 3
23 298 10
23 300 5
23 301 10
23 304 2
23 305 7
23 306 5
23 307 2
23 309 8
23 311 2
23 312 4
23 313 6
23 314 2
23 319 2
23 320 10
23 322 3
23 327 10
23 329 6
23 330 4
23 333 10
23 334 1
23 337 8
23 338 9
23 342 6
23 344 5
23 345 3
23 347 8
23 348 1
23 350 1
23 353 5
23 354 3
23 355 10
23 356 10
23 362 1
23 363 10
23 364 9
23 371 10
23 372 10
23 375 1
23 376 6
23 380 7
23 383 9
23 385 5
23 386 8
23 390 9
23 391 5
23 393 4
23 395 9
23 397 5
23 398 5
23 399 5
23 400 8
23 402 10
23 403 7
23 405 9
23 408 5
23 412 5
23 414 6
23 415 2
23 417 6
23 418 6
23 427 1
23 430 9
23 433 3
23 434 6
23 435 9
23 439 1
23 442 3
23 443 9
23 447 9
23 448 8
23 450 8
23 452 5
23 458 4
23 460 9
23 461 3
23 463 4
23 464 4
23 465 1
23 467 3
23 468 6
23 471 4
23 472 6
23 474 9
23 476 10
23 477 1
23 478 2
23 479 8
23 481 3
23 483 3
23 484 5
23 485 10
23 486 9
23 489 7
23 490 1
23 491 2
23 493 6
23 495 8
23 497 7
24 25 1
24 26 7
24 27 9
24 28 7
24 29 6
24 30 8
24 31 5
24 32 3
24 33 3
24 34 4
24 35 6
24 36 4
24 37 2
24 38 10
24 39 8
24 40 3
24 41 10
24 42 5
24 43 3
24 45 6
24 46 6
24 47 3
24 48 6
24 49 8
24 50 10
24 51 2
24 52 10
24 53 4
24 54 8
24 55 2
24 56 6
24 57 6
24 58 2
24 59 5
24 60 6
24 61 3
24 63 3
24 64 7
24 65 7
24 66 5
24 67 2
24 68 2
24 69 4
24 71 8
24 74 6
24 75 2
24 76 2
24 77 6
24 78 1
24 79 3
24 80 4
24 81 5
24 82 1
24 83 5
24 84 5
24 85 4
24 86 4
24 87 8
24 88 9
24 89 10
24 90 7
24 91 10
24 93 7
24 94 5
24 97 1
24 98 9
24 99 1
24 100 4
24 101 2
24 102 2
24 103 8
24 106 6
24 107 5
24 109 8
24 110 10
24 111 7
24 112 7
24 113 3
24 114 8
24 115 4
24 116 10
24 117 9
24 118 4
24 119 4
24 120 9
24 121 5
24 122 10
24 123 6
24 124 4
24 125 3
24 126 9
24 127 2
24 128 1
24 129 5
24 130 5
24 131 7
24 132 5
24 133 9
24 134 1
24 135 10
24 137 3
24 138 7
24 139 7
24 140 9
24 141 2
24 142 10
24 143 5
24 144 1
24 145 4
24 146 8
24 147 7
24 148 2
24 149 5
24 150 2
24 153 5
24 154 4
24 155 1
24 156 3
24 157 10
24 158 6
24 159 9
24 160 10
24 162 2
24 163 7
24 164 5
24 165 3
24 166 2
24 168 3
24 169 6
24 170 6
24 171 8
24 172 5
24 173 5
24 174 9
24 175 6
24 176 6
24 177 5
24 178 2
24 180 9
24 181 3
24 182 7
24 183 7
24 184 8
24 185 2
24 187 7
24 188 9
24 189 4
24 190 6
24 192 2
24 193 7
24 194 8
24 195 10
24 197 5
24 198 9
24 199 4
24 200 1
24 201 8
24 202 8
24 204 5
24 205 1
24 206 7
24 207 4
24 208 1
24 209 9
24 210 1
24 211 4
24 212 4
24 213 8
24 214 7
24 215 6
24 217 8
24 218 3
24 219 10
24 221 1
24 223 2
24 224 4
24 225 4
24 226 5
24 227 2
24 228 9
24 229 6
24 230 2
24 231 9
24 232 10
24 233 6
24 234 10
24 235 3
24 237 10
24 238 9
24 239 10
24 240 2
24 241 4
24 242 3
24 243 5
24 244 2
24 245 3
24 246 4
24 247 8
24 248 9
24 249 2
24 250 6
24 252 10
24 253 2
24 254 6
24 255 7
24 256 8
24 257 1
24 258 6
24 259 4
24 260 3
24 261 9
24 262 1
24 263 5
24 265 5
24 266 2
24 267 7
24 268 7
24 269 10
24 271 7
24 272 6
24 273 5
24 274 1
24 275 10
24 276 6
24 278 3
24 279 4
24 280 8
24 281 6
24 282 5
24 283 9
24 284 5
24 285 9
24 286 10
24 287 10
24 288 6
24 289 2
24 290 6
24 291 10
24 292 1
24 293 10
24 294 6
24 296 1
24 297 1
24 298 7
24 300 1
24 301 5
24 303 8
24 304 5
24 305 5
24 306 1
24 307 9
24 308 5
24 309 3
24 310 5
24 311 10
24 312 8
24 313 5
24 314 3
24 315 5
24 316 10
24 317 2
24 318 7
24 319 6
24 320 6
24 321 5
24 322 2
24 323 6
24 325 9
24 326 7
24 327 2
24 329 1
24 330 10
24 331 8
24 332 5
24 333 7
24 334 5
24 335 2
24 336 8
24 337 1
24 338 1
24 340 5
24 341 2
24 342 4
24 343 8
24 344 9
24 345 7
24 346 2
24 347 9
24 348 10
24 349 9
24 351 3
24 352 8
24 353 4
24 354 9
24 355 10
24 356 5
24 357 2
24 358 2
24 359 5
24 360 8
24 362 8
24 363 8
24 364 9
24 365 7
24 366 10
24 367 4
24 368 6
24 369 9
24 370 3
24 371 4
24 372 5
24 373 10
24 374 2
24 375 1
24 376 10
24 377 10
24 378 10
24 379 8
24 380 4
24 381 1
24 383 10
24 384 10
24 385 3
24 386 10
24 387 2
24 388 5
24 389 8
24 390 3
24 391 9
24 392 8
24 393 10
24 395 1
24 397 10
24 398 2
24 399 9
24 400 9
24 401 4
24 402 3
24 403 7
24 404 6
24 405 10
24 407 4
24 408 7
24 409 7
24 410 5
24 411 8
24 412 1
24 413 3
24 414 5
24 415 7
24 416 7
24 417 3
24 418 6
24 419 6
24 420 5
24 421 7
24 422 6
24 423 6
24 425 9
24 426 7
24 428 3
24 429 4
24 431 4
24 432 9
24 435 7
24 438 1
24 439 2
24 440 1
24 441 6
24 442 1
24 443 2
24 444 2
24 445 8
24 446 2
24 447 1
